0.513554297977  0.525688667927  0.526564928459  0.516304106814  1.18362021595   0.512378154427  0.509582195939  0.4735357769    0.506892854191  0.508331667322  0.507339749476  0.511198181727  0.498625502747  0.492612940761  0.49005165736   1.0   			0.487561025049  0.495472417252  1.0  			0.475306868053  0.477470672005  0.616381363921  0.484551338941  1.28931011775   0.473587621324  0.556933020536  1.0   			0.484630984387  0.527795117051  0.593318557782   0.924814873058	1.0

-11.2523854504  -9.738709847279 -19.268192969224 -11.4817053661  -12.0183990898  -11.6791654872  -9.90897085989  -16.0278126227  1.93799464028   -12.2212952704  -13.6224633693  -2.57962345494  -20.0206799008  -2.05631329889  -8.51728233946  1449.02179559   -10.622793655   -11.8815956935  1449.02179559   -1.26588426641  -0.619267742665 2.42910371394   -5.87460541056  -1.00855927989 -6.887219545417  -9.03063005425  1449.02179559  -0.162475039658  -0.789586960696 2.39818800176   -1.19760373511	 1.0

0.462910205988   0.461224498601   0.461717554294   0.450648718075   0.462624651941   0.448649665747   0.454136287705   0.449772912598
0.464117574306   0.459583679421   0.449133374852   0.453924378838   0.460441163578   0.465509056757   0.445567771018   0.447425882975
0.44262713238   0.436296743952   0.429115576735   0.444814714326   0.432397997031   0.442054783216   0.447619352669   0.442757257363
0.428586904275   0.433670524693   0.431235888694   0.437758077637   0.437226713685   0.42533216575   0.432715056701   0.424039859664
0.483200812301   0.471363967493   0.471412730724   0.479350397221   0.457757198346   0.471322186834   0.471912663526   0.472220444126
0.464701438849   0.483094882481   0.476480891609   0.47236073224   0.456751776311   0.458196147528   0.439781947419   0.474419872173
0.499576001183   0.49114972648   0.499177070621   0.501480341364   0.494121576896   0.470107681848   0.47852294295   0.48236325652
0.493889513299   0.455124757172   0.470616662469   0.462850792461   0.457882230274   0.469506792128   0.462247272238   0.452364245341

49.8301538784   68.1977214939   49.643711208   48.1970909747   30.9443414711   40.7360756543   57.2400896249   48.7117702019
12.9235916446   47.4059126973   48.4518455633   34.7385251368   35.4780341717   59.6999042308   43.162654309   -82.2003933439
67.1906398561   61.674564399   51.9313938772   35.5238504558   53.3885844477   28.1597846918   13.5942408099   27.8748289306
7.47270275044   10.4839190372   32.4961403686   26.9824917161   21.9523315487   24.6621252116   -114.42630122   1.14857825432
32.7864849356   60.7006802814   37.7354772178   26.2022888955   60.5270814484   36.7950495282   42.350934848   35.1379433138
25.1942518129   21.945505644   24.9649939903   13.2003936844   16.521256904   15.4526650515   -97.4138946839   38.7676266448
40.6613996817   62.297196657   44.322181621   5.55505891448   27.8553105837   54.7540433967   40.4580056013   28.6897359379
-8.60548827832   65.3996622405   13.6662871507   49.6315272665   46.7414681382   -0.441862970453   25.1615774888   51.4312631945

1.60615468524   1.59357866212   1.60030370938   1.5863933975   1.58560176897   1.59408412692   1.57985272605   1.57544872055
1.5942984685   1.51775664346   1.58021738276   1.57800190697   1.58997891816   1.60860596104   1.56827640045   1.57392155379
1.61281726052   1.60450548704   1.61094627928   1.59614472315   1.60044727499   1.62526338468   1.57980907354   1.60301768778
1.58432567368   1.61026585509   1.60048357364   1.59239766521   1.5647470939   1.57378060179   1.569001868   1.59624183947
1.67160831545   1.66040855188   1.60628653877   1.62609171484   1.62970291037   1.63735037041   1.62167256413   1.60529553094
1.62511043558   1.62086987244   1.62181710495   1.63206686199   1.61835079247   1.61840448343   1.58403582016   1.61060125941
1.60229032471   1.58030926093   1.58120752139   1.60116189016   1.61463229694   1.60931858495   1.57020836635   1.56152417612
1.68908379268   1.66435205425   1.6978392422   1.67827745261   1.64683580697   1.67178593285   1.64865345688   1.62890473583

1208.78789649   1285.76123196   1255.09644922   1367.06441194   1396.8067279   1387.33795797   1501.34145024   1596.83115411
1435.3134691   1995.51190313   1531.21966441   1490.69089933   1411.22691205   1323.45517324   1599.69734963   1666.55256264
1235.10382562   1298.51632745   1268.72180209   1377.8311505   1371.27267039   1226.60194921   1507.02415987   1448.9200928
1349.6876244   1185.58160485   1265.9490925   1338.41570677   1523.7354696   1467.03983839   1490.79669564   1384.20247975
772.577180682   871.638083259   1266.01869636   1142.25368047   1159.60866309   1134.91694708   1207.47931463   1361.98904308
1131.1553293   1168.04806036   1111.28344015   1026.84895246   1120.30878058   1159.74351814   1394.43696385   1307.37830806
1063.65256275   1203.78559824   1183.71872959   1020.20200514   939.704809164   992.754732292   1245.41461072   1355.11983685
977.087016064   1163.45620861   930.117527671   1065.25039999   1286.36682179   1144.67637634   1299.02181851   1498.10002073

0 2.23696 6.45504 -9.91784 4.99202 -2.94139 9.32132 -9.1017 -1.0345 4.80231 3.59575 -3.98981 -6.04231 2.36737 3.47969 3.9
3.64307 -3.14731 -3.3 -2.97463 -5.15479 -4.30623 -5.90074 -3.22909 -0.114142 -0.723181 -0.3 -2.74943 -2.34463 2.7696 -0.879458 -0.9 

327.421	330.883	326.854	331.921	327.857	327.057	332.631	332.226
328.700	331.926	331.127	332.05	328.15	332.55	327.464	328.429
329.659	334.04	333.66	333.501	325.793	333.619	334.406	334.929
331.21	330.05	330.368	330.377	330.205	330.329	330.775	334.771
323.317	331.854	330.534	335.478	330.552	334.531	334.55	335.482
327.102	331.129	327.661	326.724	322.7	334.794	334.083	333.783
329.587	332.907	333.014	333.395	329.028	332.112	332.594	333.755
325.104	330.686	336.093	336.511	324.97	335.543	336.408	332.704

0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0

2.04648e+02		2.23109e+02		2.31846e+02		2.40153e+02
